,um,model
484,5.287600085575832,1.1834483068347216e-09
485,5.288400085555622,1.1834156941628535e-09
486,5.289200085535413,1.1834595826878028e-09
487,5.290000085515203,1.1831690601089313e-09
488,5.290800085494993,1.18209578072244e-09
489,5.2916000854747836,1.1804921693999107e-09
490,5.292400085454574,1.179684460980417e-09
491,5.293200085434364,1.1794034801180795e-09
492,5.2940000854141545,1.1796508726816469e-09
493,5.294800085393945,1.1799783600867564e-09
494,5.295600085373735,1.1802876743919308e-09
495,5.296400085353525,1.18054459630518e-09
496,5.297200085333316,1.1798519838786521e-09
497,5.298000085313106,1.1788027405043472e-09
498,5.298800085292896,1.177941879087459e-09
499,5.299600085272687,1.1775894607329781e-09
500,5.300400085252477,1.177838063253412e-09
501,5.301200085232267,1.1785014703647804e-09
502,5.3020000852120575,1.1791538064318115e-09
503,5.302800085191848,1.1787164424363845e-09
504,5.303600085171638,1.1779717847217344e-09
505,5.304400085151428,1.177646312064036e-09
506,5.305200085131219,1.1772628749321336e-09
507,5.306000085111009,1.1769111557390237e-09
508,5.306800085090799,1.176835207068817e-09
509,5.30760008507059,1.1769934120820624e-09
510,5.30840008505038,1.1767447483156064e-09
511,5.30920008503017,1.1758128469375416e-09
512,5.3100000850099605,1.1746429574427126e-09
513,5.310800084989751,1.1734567082675982e-09
514,5.311600084969541,1.172365596508156e-09
515,5.312400084949331,1.1717713907936266e-09
516,5.313200084929122,1.1713893053364145e-09
517,5.314000084908912,1.1710180520974938e-09
518,5.314800084888702,1.1700616115734513e-09
519,5.315600084868493,1.1687521213411355e-09
520,5.316400084848283,1.167659778706491e-09
521,5.317200084828073,1.166352910080319e-09
522,5.3180000848078635,1.1655545110831992e-09
523,5.318800084787654,1.1655622327238684e-09
524,5.319600084767444,1.1661306335737607e-09
525,5.320400084747234,1.1663712111105125e-09
526,5.321200084727025,1.165292488755801e-09
527,5.322000084706815,1.1640843614254979e-09
528,5.322800084686605,1.1629135310926687e-09
529,5.323600084666396,1.1623265101773056e-09
530,5.324400084646186,1.162435264608818e-09
531,5.325200084625976,1.1626696063991114e-09
532,5.3260000846057665,1.1629655601999393e-09
533,5.326800084585557,1.1627686074483376e-09
534,5.327600084565347,1.1626778189813579e-09
535,5.328400084545137,1.1626932940177347e-09
536,5.329200084524928,1.1624365645172422e-09
537,5.330000084504718,1.1623942193865086e-09
538,5.330800084484508,1.1622996477390872e-09
539,5.331600084464299,1.162476540872154e-09
540,5.332400084444089,1.1627080530667947e-09
541,5.333200084423879,1.1627284819391374e-09
542,5.3340000844036695,1.162439656805651e-09
543,5.33480008438346,1.161781248755347e-09
544,5.33560008436325,1.1611080333717148e-09
545,5.33640008434304,1.1603006556292042e-09
546,5.337200084322831,1.1593360730457482e-09
